CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
C00990,52,Fiber Optic,Month-to-Month,63.67,3332.76,Credit Card,No
C00991,14,DSL,Two Year,66.53,931.69,Electronic Check,No
C00992,66,dsl,Month-to-Month,83.76,4896.24,Bank Transfer,No
C00993,40,DSL,Month-to-Month,15.0,584.13,Electronic Check,No
C00994,8, Dsl,MONTHLY,50.41,344.59,Credit Card,Yes
C00995,35,Fiber Optic,One Year,70.29,2296.97,Mailed Check,No
C00996,51,DSL,One Year,51.75,$2450.28,,No
C00997,57,Fiber Optic,One Year,38.23,2218.47,Electronic Check,Yes
C00998,9,DSL,Month-to-Month,58.87,556.27,Mailed Check,No
C00999,29,DSL,Month-to-Month,45.0,1493.61,Bank Transfer,No
C01000,57,Fiber Optic,Month-to-Month,30.69,1918.14,Mailed Check,No
C01001,58,DSL,Month-to-Month,95.11,5638.48,Credit Card,No
C01002,30,No Internet,One Year,98.32,3012.71,Mailed Check,No
C01003,24,,One Year,58.8,1212.51,Electronic Check,No
C01004,38,Fiber Optic,One Year,79.93,2654.2,Bank Transfer,No
C01005,55,Fiber Optic,Two Year,49.71,3074.69,Mailed Check,Yes
C01006,29,Fiber Optic,One Year,39.63,1047.83,Bank Transfer,No
C01007,2,fiber optic,Month-to-Month,99.22,209.11,Bank Transfer,Yes
C01008,30,No Internet,Month-to-Month,80.39,2487.08,,No
C01009,45,DSL,Month-to-Month,,2667.57,Electronic Check,No
C01010,34, Dsl,month-to-month,57.31,1886.09,Bank Transfer,Yes
C01011,12,DSL,Month-to-Month,64.9,846.68,Electronic Check,No
C01012,29,Fiber Optic,Month-to-Month,43.85,1345.62,Bank Transfer,No
C01013,69,Fiber Optic,Month-to-Month,62.03,4439.44,Electronic Check,Yes
C01014,10,No Internet,One Year,93.82,857.34,Bank Transfer,No
C01015,10,Fiber Optic,One Year,100.68,866.38,Electronic Check,Yes
C01016,67,Fiber Optic,One Year,62.8,4092.61,Credit Card,No
C01017,21,Fiber Optic,Month-to-Month,99.14,2051.87,Electronic Check,Yes
C01018,68,,One Year,66.55,4254.62,Credit Card,No
C01019,30,No Internet,Month-to-Month,70.96,2429.8,Credit Card,No
C01020,30,,One Year,50.88,1697.62,Bank Transfer,No
C01021,2,DSL,One Year,53.6,119.46,Electronic Check,No
C01022,34,DSL,Month-to-Month,43.62,1583.76,Bank Transfer,Yes
C01023,59,Fiber Optic,One Year,69.44,3708.02,Electronic Check,No
C01024,9,DSL,Month-to-Month,57.93,495.59,Bank Transfer,Yes
C01025,26,No Internet,Month-to-Month,75.92,2001.52,Electronic Check,No
C01026,11,Fiber Optic,One Year,99.2,,Electronic Check,Yes
C01027,14,DSL, Month-to-Month ,48.12,588.93,Electronic Check,No
C01028,25,DSL,Month-to-Month,102.36,2255.47,Electronic Check,Yes
C01029,27,Fiber Optic,MONTHLY,97.61,2517.86,Mailed Check,Yes
C01030,12,DSL ,Month-to-Month,88.88,1096.24,Electronic Check,No
C01031,43,DSL,Month-to-Month,58.17,2832.85,Electronic Check,No
C01032,37,Fiber Optic,Month-to-Month,67.1,2479.93,Electronic Check,Yes
C01033,3,DSL,Month-to-Month,92.0,236.37,Bank Transfer,No
C01034,46, Fiber Optic ,Month-to-Month,43.18,2243.04,Credit Card,Yes
C01035,7,Fiber Optic,Month-to-Month,81.31,$600.43,Bank Transfer,No
C01036,65,DSL,Month-to-Month,46.5,3251.64,,No
C01037,7,Fiber Optic,One Year,93.48,579.57,Bank Transfer,No
C01038,58,fiber optic,Month-to-Month,52.06,$2962.76,Mailed Check,No
C01039,58,,Month-to-Month,73.14,4548.93,Bank Transfer,No
C01040,16,Fiber Optic,Month-to-Month,69.62,969.01,Credit Card,Yes
C01041,29,fiber optic,Month-to-Month, 45.78 ,1510.23,Electronic Check,Yes
C01042,50,Fiber optic,Month-to-Month,63.2,2826.98,Electronic Check,No
C01043,56,No Internet,Month-to-Month,82.52,4195.7,Mailed Check,No
C01044,9,Fiber Optic,Month-to-Month,19.36,150.21,Electronic Check,No
C01045,33,Fiber Optic,Month-to-Month,63.4,2088.62,Mailed Check,Yes
C01046,14,DSL ,Month-to-Month,52.01,,Electronic Check,No
C01047,24,No Internet,Month-to-Month,109.21,$2872.4,Mailed Check,Yes
C01048,13,Fiber Optic,1 Year,64.37,821.58,Mailed Check,No
C01049,24,DSL,Month-to-Month,97.21,2400.8,Bank Transfer,No
C01050,52,Fiber Optic,MONTHLY,52.33,2794.98,Electronic Check,No
C01051,16,DSL,One Year,53.06,958.54,Bank Transfer,No
C01052,65,DSL,One Year,82.1,5711.52,Bank Transfer,No
C01053,47,dsl,Month-to-Month,54.81,2528.5,Mailed Check,No
C01054,1,fiber optic, one year,80.72,77.27,Electronic Check,No
C01055,62,Fiber Optic,month-to-month,51.72,2835.69,Bank Transfer,Yes
C01056,51,DSL,Month-to-Month,117.55,5256.92,Mailed Check,No
C01057,71,FIBER,Month-to-Month,54.08,3345.14,Bank Transfer,No
C01058,52,Fiber Optic,Month-to-Month,62.1,3467.76,Bank Transfer,Yes
C01059,26,No Internet,Month-to-Month,48.09,1149.16,Electronic Check,No
C01060,56,No Internet,Month-to-Month,58.03,2832.84,Mailed Check,No
C01061,22,Fiber Optic,Month-to-Month,73.76,1468.76,Credit Card,Yes
C01062,60,FIBER,Month-to-Month,63.8,3854.44,Bank Transfer,No
C01063,11,Fiber Optic,Month-to-Month,,673.35,Electronic Check,No
C01064,69,DSL,Month-to-Month,85.98,6110.11,Electronic Check,No
C01065,42,Fiber Optic,One Year,83.61,$3526.42,Credit Card,No
C01066,23,Fiber Optic,Two Year,51.79,1175.01,Electronic Check,No
C01067,56,DSL,Month-to-Month,84.81,4737.63,Electronic Check,Yes
C01068,24,DSL,Month-to-Month,86.66,1909.09,Electronic Check,No
C01069,19,No Internet,Month-to-Month,133.89,2413.75,Electronic Check,Yes
C01070,46,Fiber Optic,Month-to-Month,999,4419.47,Credit Card,Yes
C01071,44,Fiber Optic,Month-to-Month,94.58,4447.54,Credit Card,Yes
C01072,5, Fiber Optic ,Month-to-Month,,220.45,Electronic Check,No
C01073,30,DSL,Two Year,86.8,,Credit Card,No
C01074,32,DSL,Month-to-Month,21.92,743.46,,No
C01075,65,DSL,Two Year,72.69,4371.63,Electronic Check,No
C01076,1,DSL,Month-to-Month,32.09,36.32,Electronic Check,Yes
C01077,44,DSL,Two Year,63.74,2678.85,Electronic Check,No
C01078,13,DSL,One Year,52.93,610.91,Electronic Check,No
C01079,2,Fiber Optic,Month-to-Month,73.39,125.05,Mailed Check,Yes
C01080,11,Fiber Optic,Month-to-Month,97.95,1095.98,Electronic Check,Yes
C01081,50,Fiber Optic,Two Year,22.46,1107.44,Credit Card,Yes
C01082,72,Fiber Optic,One Year,81.09,5388.81,Mailed Check,No
C01083,3,DSL,month-to-month,86.85,262.59,Bank Transfer,No
C01084,4,DSL,One Year,59.02,229.23,Electronic Check,No
C01085,52,Fiber Optic, two year,49.08,,Credit Card,No
C01086,68,Fiber Optic,Month-to-Month,70.39,4861.7,Electronic Check,Yes
C01087,44,DSL,One Year,69.95,3357.8,Electronic Check,No
C01088,10,DSL,One Year,67.08,589.97,Bank Transfer,No
C01089,26,DSL,month-to-month,58.97,$1303.83,Bank Transfer,No
C01090,2,,Two Year,65.38,144.29,Mailed Check,No
C01091,20,DSL,Month-to-Month,77.48,1451.79,Electronic Check,Yes
C01092,10,No Internet,Month-to-Month,999,1168.92,Credit Card,Yes
C01093,27,DSL,Two Year,93.4,2386.61,Bank Transfer,No
C01094,28,DSL,One Year,65.4,1826.25,Mailed Check,No
C01095,43,Fiber Optic,Month-to-Month,32.2,1490.5,Bank Transfer,Yes
C01096,28,Fiber Optic,Month-to-Month,101.05,2570.35,Electronic Check,Yes
C01097,67,No Internet,Month-to-Month,85.69,6221.62,Mailed Check,No
C01098,23,No Internet,Month-to-Month,102.49,2259.37,Electronic Check,Yes
C01099,23,No Internet,month-to-month,103.95,2359.18,Bank Transfer,No
C01100,13,Fiber Optic,Month-to-Month,56.32,738.91,Bank Transfer,Yes
C01101,25,DSL,Two Year,27.32,772.22,Electronic Check,No
C01102,2,DSL,Month-to-Month,83.95,159.74,Electronic Check,No
C01103,10,Fiber optic,Month-to-Month,81.11,792.5,Bank Transfer,Yes
C01104,46,Fiber optic,Month-to-Month,85.6,3546.32,Bank Transfer,No
C01105,49,dsl,One year ,99.52,5544.81,Bank Transfer,No
C01106,5,DSL,Two Year,96.06,443.9,Bank Transfer,No
C01107,51,DSL,Month-to-Month,93.01,5294.31,Bank Transfer,No
C01108,32,DSL,Two Year,82.77,2734.37,Credit Card,No
C01109,16,DSL,One Year,,1322.86,Credit Card,No
C01110,39,Fiber Optic,Month-to-Month, 92.54 ,3841.05,Credit Card,Yes
C01111,17,DSL,One Year,69.29,1265.13,Credit Card,No
C01112,43,Fiber Optic,One Year,66.61,3095.27,Credit Card,No
C01113,3,No Internet,Month-to-Month,51.11,138.37,,No
C01114,56,Fiber Optic,One Year,31.56,1611.42,Credit Card,No
C01115,48,DSL,Two Year,60.69,2504.91,Credit Card,No
C01116,40,DSL,Month-to-Month, 92.41 ,4226.84,Credit Card,Yes
C01117,32,DSL,Two Year,117.85,$3232.24,Mailed Check,No
C01118,63,No Internet,Two Year,57.91,3279.19,Credit Card,No
C01119,27,DSL,MONTHLY, 97.39 ,2902.18,Credit Card,No
C01120,51,Fiber Optic,Month-to-Month, 69.83 ,3325.12,Credit Card,No
C01121,45,Fiber Optic,Month-to-Month,71.26,3079.42,Credit Card,No
C01122,59,Fiber Optic,One Year,84.27,$4803.45,,No
C01123,39,DSL,Month-to-Month,49.33,1871.84,Bank Transfer,Yes
C01124,9,DSL,Two Year,101.59,898.93,Bank Transfer,Yes
C01125,53,dsl,1 Year,58.59,3217.04,Mailed Check,No
C01126,48, No Internet ,Month-to-Month,58.79,3204.45,Bank Transfer,Yes
C01127,43,,MONTHLY,31.14,1504.69,Electronic Check,No
C01128,27,Fiber Optic, Month-to-Month ,74.53,1978.48,Bank Transfer,Yes
C01129,38,FIBER,Month-to-Month,69.02,2288.52,Credit Card,No
C01130,25,Fiber Optic,Two Year ,,2406.39,Credit Card,Yes
C01131,0,Fiber Optic,One Year,77.53,78.97,Bank Transfer,No
C01132,7,DSL,Month-to-Month,82.91,530.93,Bank Transfer,No
C01133,33,Fiber Optic,One Year,81.3,2650.47,Bank Transfer,No
C01134,14,Fiber Optic,One Year,50.91,678.91,Electronic Check,Yes
C01135,65, Fiber Optic ,One Year,75.31,4205.64,Credit Card,No
C01136,11,DSL,Month-to-Month,75.03,909.65,Credit Card,Yes
C01137,57,DSL,Month-to-Month,32.36,2002.15,Bank Transfer,No
C01138,17,Fiber Optic,One Year,,1327.92,Mailed Check,No
C01139,58,Fiber Optic,Two Year,86.4,5464.45,Bank Transfer,No
C01140,60,DSL,Two Year,67.45,4467.64,Credit Card,No
C01141,6,Fiber Optic,Month-to-Month,62.11,,Bank Transfer,Yes
C01142,41,No Internet, Month-to-Month ,54.8,2393.16,Electronic Check,No
C01143,65,DSL,Two Year,82.22,6144.9,Electronic Check,No
C01144,45,Fiber Optic,Two Year,39.93,1969.85,Mailed Check,No
C01145,58,DSL,One Year,63.97,3186.37,Credit Card,No
C01146,47,DSL,One Year,111.43,5292.61,Electronic Check,Yes
C01147,67,DSL,Month-to-Month,88.89,5470.83,Bank Transfer,No
C01148,22,DSL,Month-to-Month,56.42,1309.31,Electronic Check,No
C01149,17,DSL ,Month-to-Month,85.9,,Mailed Check,Yes
C01150,20,DSL,Month-to-Month,42.05,802.75,Electronic Check,No
C01151,13,DSL,Month-to-Month,94.52,1327.3,Electronic Check,Yes
C01152,49,DSL,Month-to-Month,76.14,3567.48,Credit Card,Yes
C01153,7,Fiber Optic,Month-to-Month,68.46,435.48,Electronic Check,Yes
C01154,3,Fiber Optic,2 Year,45.74,122.97,Electronic Check,No
C01155,69,DSL,Month-to-Month,75.01,4741.14,Mailed Check,No
C01156,23,DSL,Month-to-Month,53.09,1057.42,Credit Card,Yes
C01157,23,DSL,Month-to-Month,,1234.98,Electronic Check,No
C01158,48,Fiber Optic,One Year,45.73,2491.96,Electronic Check,No
C01159,19,DSL,One Year,106.38,1928.32,Mailed Check,No
C01160,12,fiber optic,Month-to-Month,15.0,201.53,Electronic Check,Yes
C01161,71,DSL,month-to-month,87.94,6708.35,Bank Transfer,No
C01162,57, Dsl,1 Year,,3963.27,Credit Card,No
C01163,33,DSL,Two Year ,39.32,1225.53,Bank Transfer,Yes
C01164,46,Fiber Optic,Month-to-Month,50.09,1961.6,Electronic Check,Yes
C01165,4,DSL,Month-to-Month,45.51,182.14,Bank Transfer,No
C01166,15,Fiber Optic,One Year,82.02,1178.68,,No
C01167,26,Fiber Optic,Month-to-Month,101.92,3013.17,Mailed Check,Yes
C01168,41,Fiber Optic, Month-to-Month ,112.2,5067.03,Mailed Check,No
C01169,59,No Internet,Month-to-Month,75.42,4758.68,Credit Card,No
C01170,30,Fiber Optic,Month-to-Month,66.68,1864.08,Mailed Check,No
C01171,13,dsl,One Year,74.93,947.49,Mailed Check,No
C01172,14,Fiber Optic,Month-to-Month, 71.48 ,1013.56,Electronic Check,Yes
C01173,19,fiber optic,Two Year,83.95,1778.54,Electronic Check,No
C01174,57,Fiber Optic,Month-to-Month,74.81,4458.52,Electronic Check,Yes
C01175,27,DSL,Month-to-Month,105.66,2475.91,Bank Transfer,No
C01176,26,No Internet,Month-to-Month,128.77,3403.56,Bank Transfer,Yes
C01177,0,DSL, one year,63.84,64.62,Electronic Check,No
C01178,11,DSL,Month-to-Month, 84.8 ,1039.33,Credit Card,No
C01179,58,Fiber Optic, Month-to-Month ,38.26,2493.54,Mailed Check,No
C01180,23,fiber optic,MONTHLY,48.45,1271.0,Credit Card,No
C01181,22,Fiber Optic,MONTHLY,97.75,2103.22,,Yes
C01182,2,DSL,One Year,61.58,132.28,Electronic Check,Yes
C01183,15,Fiber Optic,Month-to-Month,83.06,1413.89,,No
C01184,46,Fiber Optic,Month-to-Month,54.33,2686.19,Bank Transfer,No
C01185,65,Fiber Optic,month-to-month,79.47,5583.69,Electronic Check,No
C01186,36,DSL,One Year,54.8,2065.17,Bank Transfer,No
C01187,2,No Internet,Month-to-Month,86.4,163.42,Credit Card,No
C01188,60,Fiber Optic,Month-to-Month,88.3,4981.31,Electronic Check,No
C01189,11,DSL,One Year,102.61,982.88,Electronic Check,No
C01190,60,Fiber Optic,Month-to-Month,52.7,3152.27,Credit Card,Yes
C01191,11,DSL,Month-to-Month,65.18,$646.89,Bank Transfer,Yes
C01192,21,Fiber Optic,One Year,88.35,2000.46,Credit Card,No
C01193,18,,month-to-month,85.76,1591.78,Credit Card,No
C01194,11,Fiber Optic,One Year,103.12,1278.04,Bank Transfer,Yes
C01195,49,DSL,One Year,78.68,3454.95,Credit Card,No
C01196,22,DSL,One Year,26.31,552.19,Credit Card,No
C01197,8,Fiber Optic,One Year,84.72,759.41,Credit Card,No
C01198,16,DSL,Two Year,38.65,669.17,Credit Card,No
C01199,1,No Internet, Month-to-Month ,33.2,$33.11,Credit Card,No
C01200,36,DSL,Month-to-Month,47.24,1518.03,Credit Card,No
C01201,60,FIBER, Month-to-Month ,104.17,$5617.9,Bank Transfer,No
C01202,68,Fiber Optic,Month-to-Month,85.35,6340.62,Bank Transfer,No
C01203,33,Fiber Optic,Month-to-Month,75.25,2488.34,Electronic Check,Yes
C01204,9,DSL,Month-to-Month, 58.06 ,574.99,Bank Transfer,No
C01205,1,No Internet,2 Year,109.6,$121.16,Bank Transfer,Yes
C01206,22,No Internet,Month-to-Month,72.24,1441.08,Electronic Check,Yes
C01207,2,Fiber Optic,Month-to-Month,43.47,88.63,Electronic Check,Yes
C01208,2,DSL,month-to-month,74.23,139.22,Mailed Check,No
C01209,62,DSL,Two Year,69.42,4107.6,Electronic Check,Yes
C01210,46,Fiber Optic,Month-to-Month,37.87,1891.16,Electronic Check,No
C01211,72,DSL,One Year,76.9,5498.99,Mailed Check,No
C01212,52,Fiber Optic,Month-to-Month, 41.47 ,2449.55,Bank Transfer,No
C01213,15,Fiber Optic,Two Year,33.15,566.92,Electronic Check,No
C01214,29,,One Year,75.25,2422.07,Credit Card,No
C01215,12,DSL,Month-to-Month,81.38,978.39,Credit Card,No
C01216,64,Fiber Optic,One Year,97.8,5852.84,Electronic Check,No
C01217,67,Fiber Optic,One Year,90.65,$6611.18,Mailed Check,No
C01218,59,Fiber Optic,Month-to-Month,82.75,4631.53,Credit Card,Yes
C01219,6,DSL,Month-to-Month,46.24,309.43,Mailed Check,Yes
C01220,55,DSL,Two Year,50.17,3166.67,Mailed Check,No
C01221,49,DSL,Two Year,75.73,3253.56,Bank Transfer,No
C01222,29,NO INTERNET,Two Year,80.76,2242.06,Electronic Check,No
C01223,38, No Internet ,One Year,57.66,2055.96,Credit Card,No
C01224,62,DSL,One Year,,99999,Credit Card,No
C01225,26,Fiber Optic, Month-to-Month ,124.78,3252.14,Mailed Check,No
C01226,13,Fiber Optic,Month-to-Month,92.14,1212.35,Electronic Check,Yes
C01227,54,fiber optic,Two Year ,38.13,2120.73,Electronic Check,No
C01228,39,DSL,Two Year,85.47,3776.22,Electronic Check,No
C01229,57,Fiber Optic,One Year,74.78,4195.51,Electronic Check,No
C01230,30,,One Year,81.3,2567.32,Electronic Check,No
C01231,6,Fiber Optic,Month-to-Month,87.49,$582.44,Mailed Check,Yes
C01232,72,DSL,Month-to-Month,44.07,2988.38,Bank Transfer,Yes
C01233,65, No Internet ,Month-to-Month,91.79,5118.15,Bank Transfer,Yes
C01234,57,DSL,One Year,69.24,3825.66,Electronic Check,No
C01235,70,No Internet,Month-to-Month,85.55,$6678.88,Bank Transfer,No
C01236,68,DSL,Month-to-Month,73.83,,Credit Card,No
C01237,59,Fiber Optic,Month-to-Month,49.06,2479.4,Electronic Check,No
C01238,72,Fiber Optic,One year ,88.93,6698.59,Electronic Check,No
C01239,5,DSL,Month-to-Month,50.4,274.89,Bank Transfer,Yes
C01240,44,Fiber Optic,Month-to-Month,,2990.95,Credit Card,No
C01241,47,DSL,Month-to-Month,78.27,4113.47,Electronic Check,Yes
C01242,40,DSL,One Year,104.37,3835.94,Electronic Check,Yes
C01243,62,DSL,Month-to-Month,50.88,2875.21,Credit Card,No
C01244,1,Fiber Optic,Two Year,63.86,62.74,Credit Card,Yes
C01245,58,DSL,One Year,86.52,5729.91,Credit Card,No
C01246,36,DSL,Two Year,70.14,2709.65,Bank Transfer,No
C01247,43,Fiber Optic,Two Year,75.22,2974.48,Mailed Check,No
C01248,41,Fiber Optic,Two Year,30.2,1295.31,Mailed Check,No
C01249,43,Fiber Optic,MONTHLY,18.39,880.15,Electronic Check,Yes
C01250,64,DSL,Month-to-Month,64.96,3684.75,Credit Card,Yes
C01251,63,DSL,Month-to-Month,52.08,3239.07,Electronic Check,Yes
C01252,3,No Internet,Month-to-Month,36.85,101.73,Bank Transfer,Yes
C01253,36, No Internet ,MONTHLY,,3881.23,Electronic Check,No
C01254,29,Fiber Optic,Month-to-Month,106.81,3326.2,Bank Transfer,Yes
C01255,45,Fiber Optic,Month-to-Month,78.0,3529.87,Electronic Check,Yes
C01256,29, Dsl,Month-to-Month,83.18,2555.1,Electronic Check,Yes
C01257,57,Fiber Optic,Two Year,,3696.79,Electronic Check,No
C01258,28,Fiber Optic, Month-to-Month ,45.39,1448.56,Electronic Check,No
C01259,66, No Internet ,Month-to-Month,71.51,4456.76,Credit Card,Yes
C01260,49,DSL,2 Year,84.18,$4016.69,Bank Transfer,No
C01261,2, Dsl, one year,91.85,206.04,,Yes
C01262,36,DSL,Two Year,89.52,3155.82,Bank Transfer,No
C01263,39,Fiber Optic,Two Year,70.36,2394.87,Mailed Check,No
C01264,26,No Internet,Month-to-Month,119.25,2694.07,Bank Transfer,No
C01265,34,dsl,MONTHLY,78.71,2776.39,Electronic Check,No
C01266,58,Fiber Optic,Two Year,106.19,5624.97,Mailed Check,No
C01267,18,DSL,Month-to-Month,124.09,,Bank Transfer,Yes
C01268,2,Fiber optic,Month-to-Month,32.11,73.12,Bank Transfer,No
C01269,17,No Internet,Month-to-Month,50.79,882.86,Bank Transfer,Yes
C01270,14,dsl,Month-to-Month,104.38,1582.6,Electronic Check,No
C01271,46, No Internet ,MONTHLY,,2567.97,Electronic Check,No
C01272,25,Fiber Optic,Month-to-Month,96.64,2639.27,Credit Card,Yes
C01273,40,No Internet,Month-to-Month,58.66,2366.49,Credit Card,No
C01274,12,DSL ,Month-to-Month,46.26,504.43,Credit Card,No
C01275,17,No Internet,Two Year, 21.72 ,318.83,Electronic Check,No
C01276,36,Fiber Optic,One Year,46.83,1788.4,Bank Transfer,No
C01277,44,Fiber Optic,One Year,108.45,4162.49,Bank Transfer,Yes
C01278,10,No Internet,Month-to-Month,77.63,846.66,Electronic Check,Yes
C01279,12,Fiber Optic,One Year,73.22,927.76,Credit Card,No
C01280,54,Fiber Optic,Two Year,85.14,4741.27,Bank Transfer,No
C01281,55,Fiber Optic,One Year,80.64,4742.04,Mailed Check,No
C01282,18,DSL,Month-to-Month,100.87,1828.31,Bank Transfer,No
C01283,0,,Month-to-Month,89.28,81.45,Credit Card,Yes
C01284,1,dsl,One Year,20.66,20.87,Credit Card,No
C01285,4,No Internet,One Year,72.81,333.9,Credit Card,No
C01286,6, No Internet ,Month-to-Month,50.27,,Credit Card,Yes
C01287,26,DSL,Month-to-Month,52.65,1551.88,Mailed Check,No
C01288,30,DSL,Month-to-Month,67.5,2082.45,Electronic Check,No
C01289,56,fiber optic,One Year,92.07,4396.64,Credit Card,No
C01290,33,,One Year,81.88,$3089.47,Credit Card,No
C01291,5,DSL,Two Year,35.82,159.52,Electronic Check,Yes
C01292,53,NO INTERNET,Month-to-Month,51.58,2731.13,Mailed Check,No
C01293,2,Fiber Optic,Month-to-Month,76.98,$138.69,Mailed Check,No
C01294,10,No Internet,Two Year,80.96,884.39,Credit Card,Yes
C01295,20,Fiber Optic,Month-to-Month,94.27,1958.29,Electronic Check,Yes
C01296,59,DSL,Two Year,32.11,1935.09,Electronic Check,No
C01297,61,DSL,One Year,48.12,3153.48,Electronic Check,Yes
C01298,23,Fiber Optic,One Year,71.6,1449.7,Mailed Check,No
C01299,46,Fiber Optic,Two Year,60.81,3047.65,Credit Card,Yes
C01300,65,Fiber Optic,Month-to-Month,79.65,5394.63,Electronic Check,Yes
C01301,54,Fiber Optic,Month-to-Month, 37.16 ,1903.67,Credit Card,No
C01302,35,Fiber Optic,Month-to-Month, 66.17 ,2628.17,Bank Transfer,No
C01303,29,Fiber Optic,Two Year,74.24,$2311.07,Electronic Check,No
C01304,59, Fiber Optic ,Two Year,88.91,4544.74,Credit Card,No
C01305,58,DSL,Month-to-Month,15.0,785.42,Bank Transfer,Yes
C01306,26,DSL, one year,65.92,1561.63,Mailed Check,No
C01307,6,,One Year,106.87,547.23,Credit Card,Yes
C01308,0,Fiber Optic,Two Year,71.23,69.69,Electronic Check,Yes
C01309,39,DSL,Month-to-Month,64.27,2322.62,Electronic Check,No
C01310,70,Fiber Optic, Month-to-Month ,100.88,7550.75,Credit Card,Yes
C01311,16,No Internet,One Year,106.78,1851.65,Electronic Check,No
C01312,19,Fiber Optic, Month-to-Month ,64.29,99999,Credit Card,No
C01313,30,DSL,Two Year,73.56,1966.92,Credit Card,No
C01314,31,DSL,Month-to-Month,73.67,2089.54,Electronic Check,Yes
C01315,66,DSL,Month-to-Month,49.07,3398.85,Electronic Check,No
C01316,16,Fiber Optic,One Year,101.93,$1521.05,Bank Transfer,No
C01317,42,DSL,Month-to-Month,49.84,2270.03,Bank Transfer,Yes
C01318,30,DSL,Month-to-Month,83.65,2232.31,Electronic Check,Yes
C01319,8,DSL,MONTHLY,64.45,$534.2,Electronic Check,Yes
C01320,60,Fiber Optic,Month-to-Month,70.59,3865.65,Mailed Check,No
C01321,31,Fiber Optic,Month-to-Month,86.82,2547.92,Electronic Check,Yes
C01322,8,DSL,Month-to-Month,44.27,321.44,Electronic Check,Yes
C01323,20,Fiber Optic,Month-to-Month,66.34,1351.89,Bank Transfer,No
C01324,22,DSL,One Year,58.9,1462.15,Bank Transfer,No
C01325,27,Fiber Optic,Month-to-Month,57.03,1465.09,Mailed Check,Yes
C01326,69,fiber optic,Two Year, 122.99 ,9326.49,Bank Transfer,No
C01327,60,Fiber Optic,Month-to-Month,52.18,2698.67,Bank Transfer,No
C01328,19,Fiber Optic,1 Year,54.64,990.51,Bank Transfer,No
C01329,14,Fiber Optic,MONTHLY,80.24,1006.68,Credit Card,No
C01330,49,DSL,Month-to-Month,72.33,3701.42,Bank Transfer,No
C01331,56,dsl,One Year,49.32,2515.18,Electronic Check,No
C01332,34,DSL,One Year,83.71,3175.19,Mailed Check,No
C01333,20,DSL ,Month-to-Month,64.09,1366.59,Bank Transfer,No
C01334,58,DSL,Month-to-Month,77.17,4303.47,Credit Card,Yes
C01335,51,Fiber Optic,One year ,66.24,2925.39,Mailed Check,No
C01336,11,fiber optic,One Year,68.18,840.91,Credit Card,No
C01337,68, No Internet ,Month-to-Month,80.6,4929.33,Mailed Check,No
C01338,64,Fiber Optic,One Year,82.6,5815.03,Electronic Check,No
C01339,40,Fiber Optic,Two Year,102.06,3909.35,Bank Transfer,Yes
C01340,48, No Internet ,Month-to-Month,56.51,2341.25,Bank Transfer,Yes
C01341,27,Fiber Optic,Month-to-Month,23.08,555.9,Mailed Check,Yes
C01342,2,,One Year,66.18,129.02,Mailed Check,No
C01343,60,Fiber Optic,One Year,35.77,2373.58,Bank Transfer,No
C01344,11,DSL,Month-to-Month,90.89,929.99,Bank Transfer,No
C01345,53,Fiber Optic,Month-to-Month,54.01,2540.52,Electronic Check,Yes
C01346,5,Fiber Optic,One Year,87.69,456.18,Electronic Check,No
C01347,35,DSL,Two Year,50.11,1814.11,Mailed Check,No
C01348,50,DSL ,Two Year,65.22,3093.29,Electronic Check,No
C01349,2,Fiber Optic,Two Year,89.8,195.07,Mailed Check,No
C01350,45,DSL,Month-to-Month,132.02,6050.2,Credit Card,No
C01351,53,DSL,Month-to-Month,101.83,6147.88,Credit Card,Yes
C01352,65,,Month-to-Month,89.16,5684.94,Bank Transfer,Yes
C01353,8,Fiber Optic,Month-to-Month,67.3,588.97,Electronic Check,No
C01354,37,DSL,One Year,28.6,$1019.36,Credit Card,No
C01355,40,FIBER,One Year,40.94,,Bank Transfer,No
C01356,51,DSL,Month-to-Month,91.14,5019.21,Credit Card,Yes
C01357,40,Fiber Optic,Month-to-Month,51.79,1804.9,Credit Card,No
C01358,59,DSL,Month-to-Month,53.36,2901.99,Electronic Check,Yes
C01359,50,DSL,MONTHLY,84.2,4240.12,Credit Card,No
C01360,52,Fiber Optic,Month-to-Month,82.03,4443.75,Credit Card,Yes
C01361,2,DSL,Month-to-Month,47.07,,Bank Transfer,Yes
C01362,19,No Internet,Month-to-Month,41.21,720.32,Bank Transfer,No
C01363,21,No Internet,1 Year,72.83,1507.17,Electronic Check,No
C01364,42,Fiber Optic,One Year,,1783.42,Bank Transfer,Yes
C01365,48,DSL,Month-to-Month,79.72,3776.05,Credit Card,No
C01366,28,DSL,Month-to-Month,75.4,2039.26,Credit Card,Yes
C01367,34,DSL,Month-to-Month,,1719.91,Credit Card,No
C01368,56,Fiber Optic,Month-to-Month,84.08,4969.43,Electronic Check,Yes
C01369,30,DSL,Month-to-Month,,2549.16,Bank Transfer,No
C01370,53,DSL,One Year,102.65,5845.77,Electronic Check,No
C01371,38, Dsl,MONTHLY,106.39,4014.73,Credit Card,No
C01372,39, No Internet ,Month-to-Month,47.82,1982.39,Electronic Check,No
